,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
102,102,201024,K. Koulibaly,26,https://cdn.sofifa.org/48/18/players/201024.png,Senegal,https://cdn.sofifa.org/flags/136.png,84,87,Napoli,https://cdn.sofifa.org/24/18/teams/48.png,€32.5M,€96K,1610
103,103,200316,T. Horn,24,https://cdn.sofifa.org/48/18/players/200316.png,Germany,https://cdn.sofifa.org/flags/21.png,84,90,1. FC Köln,https://cdn.sofifa.org/24/18/teams/31.png,€31M,€39K,1260
104,104,193747,Koke,25,https://cdn.sofifa.org/48/18/players/193747.png,Spain,https://cdn.sofifa.org/flags/45.png,84,88,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€39.5M,€84K,2129
105,105,192774,K. Manolas,26,https://cdn.sofifa.org/48/18/players/192774.png,Greece,https://cdn.sofifa.org/flags/22.png,84,86,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€31.5M,€96K,1638
106,106,192227,S. Mustafi,25,https://cdn.sofifa.org/48/18/players/192227.png,Germany,https://cdn.sofifa.org/flags/21.png,84,86,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€31.5M,€145K,1942
107,107,191740,Ander Herrera,27,https://cdn.sofifa.org/48/18/players/191740.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€32M,€190K,2213
108,108,189712,K. Strootman,27,https://cdn.sofifa.org/48/18/players/189712.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,85,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€35M,€105K,2165
109,109,189505,Pedro,29,https://cdn.sofifa.org/48/18/players/189505.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€30.5M,€200K,1987
110,110,189117,R. Bürki,26,https://cdn.sofifa.org/48/18/players/189117.png,Switzerland,https://cdn.sofifa.org/flags/47.png,84,86,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€26M,€69K,1257
111,111,184120,Bruno,33,https://cdn.sofifa.org/48/18/players/184120.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€18.5M,€59K,2059
112,112,181458,I. Perišić,28,https://cdn.sofifa.org/48/18/players/181458.png,Croatia,https://cdn.sofifa.org/flags/10.png,84,84,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€31.5M,€110K,2078
113,113,180930,E. Džeko,31,https://cdn.sofifa.org/48/18/players/180930.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,84,84,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€28M,€115K,1861
114,114,180403,Willian,28,https://cdn.sofifa.org/48/18/players/180403.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€31.5M,€200K,2061
115,115,179846,S. Khedira,30,https://cdn.sofifa.org/48/18/players/179846.png,Germany,https://cdn.sofifa.org/flags/21.png,84,84,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€29M,€160K,2157
116,116,179783,R. Fährmann,28,https://cdn.sofifa.org/48/18/players/179783.png,Germany,https://cdn.sofifa.org/flags/21.png,84,85,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€25M,€54K,1190
117,117,178750,Sergio Asenjo,28,https://cdn.sofifa.org/48/18/players/178750.png,Spain,https://cdn.sofifa.org/flags/45.png,84,85,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€25M,€46K,1341
118,118,178088,Juan Mata,29,https://cdn.sofifa.org/48/18/players/178088.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€30.5M,€195K,1982
119,119,177509,M. Benatia,30,https://cdn.sofifa.org/48/18/players/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,84,84,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€23M,€145K,1764
120,120,177388,D. Payet,30,https://cdn.sofifa.org/48/18/players/177388.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€29.5M,€60K,2076
121,121,167397,Falcao,31,https://cdn.sofifa.org/48/18/players/167397.png,Colombia,https://cdn.sofifa.org/flags/56.png,84,84,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€28M,€68K,2010
122,122,165229,L. Koscielny,31,https://cdn.sofifa.org/48/18/players/165229.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€21M,€150K,1866
